benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
bv-arbitrated_top_n3_w64_d128_e0;abc;time;-1;3600.12;44487.93;8319.0;abc17;time;-1;3600.10;44489.24;8315.0;avr;unk;-1;3575.14;37580.17;28155.0;avy;time;-1;3600.10;35954.25;27610.0;btormc;time;-1;3600.09;3600.02;6053.0;camical;time;-1;3600.13;3600.00;3219.0;cosa2;time;-1;3600.10;14498.81;12087.0;nmtip;time;-1;3600.09;3600.05;454.0;nuxmv;time;-1;3600.10;14395.66;5008.0;pdtrav;time;-1;3600.10;3600.20;509.0;pono;time;-1;3600.10;18103.65;11628.0
bv-arbitrated_top_n3_w64_d64_e0;abc;time;-1;3600.10;44608.76;5699.0;abc17;time;-1;3600.10;44616.39;5688.0;avr;unk;-1;3573.48;36406.51;25569.0;avy;time;-1;3600.10;35978.42;18582.0;btormc;time;-1;3600.09;3599.86;3683.0;camical;time;-1;3600.10;3599.98;1836.0;cosa2;time;-1;3600.10;14498.03;8577.0;nmtip;time;-1;3600.09;3599.98;296.0;nuxmv;time;-1;3600.10;14397.36;3156.0;pdtrav;time;-1;3600.10;11367.79;11034.0;pono;time;-1;3600.10;18105.84;9054.0
bv-arbitrated_top_n3_w8_d128_e0;abc;time;-1;3600.10;44249.72;4737.0;abc17;time;-1;3600.10;44246.93;4814.0;avr;unk;-1;3574.91;40566.95;20415.0;avy;time;-1;3600.10;35996.28;10413.0;btormc;time;-1;3600.10;3600.01;1065.0;camical;time;-1;3600.09;3600.02;690.0;cosa2;time;-1;3600.10;14497.35;3756.0;nmtip;time;-1;3600.09;3600.02;120.0;nuxmv;time;-1;3600.10;14398.09;1608.0;pdtrav;time;-1;3600.09;20642.50;6323.0;pono;time;-1;3600.10;18104.76;4395.0
bv-arbitrated_top_n3_w8_d16_e0;abc;sat;18;11.00;127.59;791.0;abc17;sat;18;11.08;131.04;800.0;avr;sat;-1;11.26;162.03;1470.0;avy;sat;18;31.65;314.31;1051.0;btormc;sat;-1;18.42;18.39;49.0;camical;sat;18;14.78;14.70;42.0;cosa2;sat;-1;9.26;36.80;149.0;nmtip;uns;-1;11.17;11.08;48.0;nuxmv;sat;-1;7.43;28.10;343.0;pdtrav;unk;-1;7.01;21.83;1960.0;pono;sat;-1;10.21;50.42;273.0
bv-arbitrated_top_n4_w128_d16_e0;abc;sat;18;239.43;3188.07;2374.0;abc17;sat;18;225.16;2988.62;2324.0;avr;sat;-1;16.36;242.91;2771.0;avy;sat;18;399.39;3977.73;6883.0;btormc;sat;-1;69.42;69.39;468.0;camical;sat;18;108.28;108.19;400.0;cosa2;sat;-1;16.87;67.41;796.0;nmtip;sat;18;848.34;848.29;237.0;nuxmv;sat;-1;22.64;87.89;1582.0;pdtrav;time;-1;3600.10;12248.28;10542.0;pono;sat;-1;17.07;85.06;1060.0
bv-arbitrated_top_n4_w128_d64_e0;abc;time;-1;3600.12;44537.72;7764.0;abc17;time;-1;3600.10;44568.90;9295.0;avr;unk;-1;3575.29;41180.24;32680.0;avy;time;-1;3600.10;35951.65;32130.0;btormc;time;-1;3600.10;3600.00;6600.0;camical;time;-1;3600.20;3600.01;4711.0;cosa2;time;-1;3600.10;14497.18;16396.0;nmtip;time;-1;3600.09;3599.98;559.0;nuxmv;time;-1;3600.10;14394.53;6996.0;pdtrav;time;-1;3600.10;3600.19;653.0;pono;time;-1;3600.10;18103.24;16302.0
bv-arbitrated_top_n4_w16_d16_e0;abc;sat;18;30.20;367.14;991.0;abc17;sat;21;24.62;298.71;916.0;avr;sat;-1;10.51;149.16;1589.0;avy;sat;18;51.03;506.88;1562.0;btormc;sat;-1;20.88;20.79;82.0;camical;sat;18;20.56;20.50;85.0;cosa2;sat;-1;8.28;32.77;205.0;nmtip;uns;-1;10.66;10.56;68.0;nuxmv;sat;-1;8.98;34.23;446.0;pdtrav;sat;18;78.86;371.24;2033.0;pono;sat;-1;8.93;44.33;326.0
bv-arbitrated_top_n4_w16_d32_e0;abc;sat;34;966.78;12526.47;2589.0;abc17;sat;34;969.30;12557.88;2560.0;avr;sat;-1;933.07;12237.91;11945.0;avy;sat;34;1921.96;19213.75;7498.0;btormc;sat;-1;1102.55;1102.49;468.0;camical;sat;34;1486.18;1486.10;404.0;cosa2;sat;-1;534.23;2150.71;1348.0;nmtip;uns;-1;23.08;22.99;90.0;nuxmv;sat;-1;681.53;2724.13;1289.0;pdtrav;sat;57;635.60;2981.53;3361.0;pono;sat;-1;731.72;3678.96;1895.0
bv-arbitrated_top_n4_w16_d64_e0;abc;time;-1;3600.10;44259.31;3333.0;abc17;time;-1;3600.10;44263.43;3347.0;avr;unk;-1;3573.43;38907.84;21926.0;avy;time;-1;3600.12;35995.23;10812.0;btormc;time;-1;3600.10;3599.90;1414.0;camical;time;-1;3600.10;3600.00;1142.0;cosa2;time;-1;3600.10;14497.91;4615.0;nmtip;time;-1;3600.09;3599.96;138.0;nuxmv;time;-1;3600.10;14398.11;1768.0;pdtrav;time;-1;3600.10;20402.63;7953.0;pono;time;-1;3600.10;18104.27;5327.0
bv-arbitrated_top_n4_w32_d32_e0;abc;sat;38;1043.43;13528.31;3163.0;abc17;sat;38;1043.79;13532.55;3208.0;avr;sat;-1;814.75;11305.78;9944.0;avy;sat;34;3257.42;32564.42;11476.0;btormc;sat;-1;1571.66;1571.48;811.0;camical;sat;34;2304.71;2304.58;630.0;cosa2;sat;-1;713.82;2873.77;1797.0;nmtip;time;-1;3600.09;3600.01;142.0;nuxmv;sat;-1;586.14;2342.36;1354.0;pdtrav;sat;50;670.92;2769.25;4008.0;pono;sat;-1;665.70;3347.34;2475.0
bv-arbitrated_top_n4_w64_d32_e0;abc;time;-1;3600.10;44434.90;5407.0;abc17;time;-1;3600.11;44436.84;5534.0;avr;sat;-1;753.62;10669.92;11303.0;avy;time;-1;3600.10;35987.01;14825.0;btormc;sat;-1;2070.35;2070.24;1292.0;camical;sat;34;3414.26;3414.22;945.0;cosa2;sat;-1;562.70;2265.38;2318.0;nmtip;time;-1;3600.10;3600.04;214.0;nuxmv;sat;-1;679.24;2714.26;1900.0;pdtrav;time;-1;3600.10;18250.31;10739.0;pono;sat;-1;570.73;2869.77;3109.0
bv-arbitrated_top_n4_w8_d64_e0;abc;time;-1;3600.11;44216.62;3161.0;abc17;time;-1;3600.10;44217.69;3114.0;avr;unk;-1;3572.84;39394.93;22864.0;avy;time;-1;3600.10;35996.90;9629.0;btormc;time;-1;3600.09;3600.01;627.0;camical;time;-1;3600.10;3599.75;671.0;cosa2;time;-1;3600.10;14496.10;3227.0;nmtip;uns;-1;16.60;16.48;80.0;nuxmv;time;-1;3600.10;14398.39;1592.0;pdtrav;time;-1;3600.10;20785.00;8466.0;pono;time;-1;3600.10;18103.88;3606.0
bv-arbitrated_top_n5_w128_d64_e0;abc;time;-1;3600.10;44515.08;9413.0;abc17;time;-1;3600.12;44500.94;9341.0;avr;unk;-1;3575.98;41805.46;35847.0;avy;time;-1;3600.12;35944.64;36429.0;btormc;time;-1;3600.09;3599.97;9632.0;camical;time;-1;3600.23;3599.98;6024.0;cosa2;time;-1;3600.10;14498.12;17408.0;nmtip;time;-1;3600.09;3600.00;693.0;nuxmv;time;-1;3600.10;14393.30;8113.0;pdtrav;time;-1;3600.10;3600.43;765.0;pono;time;-1;3600.10;18105.23;15661.0
bv-arbitrated_top_n5_w128_d8_e0;abc;sat;10;3.84;27.72;1165.0;abc17;sat;10;3.62;28.19;1168.0;avr;sat;-1;3.23;35.65;1358.0;avy;sat;10;35.13;340.94;2592.0;btormc;sat;-1;6.33;6.29;177.0;camical;sat;10;7.68;7.60;191.0;cosa2;sat;-1;1.44;5.42;321.0;nmtip;sat;10;3.46;3.39;88.0;nuxmv;sat;-1;3.10;10.26;893.0;pdtrav;sat;10;403.11;481.37;3649.0;pono;sat;-1;1.77;8.09;408.0
bv-arbitrated_top_n5_w32_d32_e0;abc;sat;36;1246.09;16016.04;2723.0;abc17;sat;36;1246.45;16024.69;2625.0;avr;sat;-1;723.15;10190.85;9000.0;avy;sat;34;3299.52;32983.06;12011.0;btormc;sat;-1;2026.67;2026.55;913.0;camical;sat;34;2077.31;2077.21;796.0;cosa2;sat;-1;745.93;3003.80;1872.0;nmtip;time;-1;3600.09;3599.75;153.0;nuxmv;sat;-1;541.42;2163.23;1537.0;pdtrav;time;-1;3600.10;21452.94;10130.0;pono;sat;-1;656.52;3301.35;2552.0
bv-arbitrated_top_n5_w64_d16_e0;abc;sat;18;74.53;937.95;1551.0;abc17;sat;18;72.31;914.90;1559.0;avr;sat;-1;13.16;191.91;2379.0;avy;sat;18;235.42;2343.98;4608.0;btormc;sat;-1;59.55;59.49;265.0;camical;sat;18;69.11;69.00;285.0;cosa2;sat;-1;12.89;51.33;542.0;nmtip;sat;18;279.96;279.89;188.0;nuxmv;sat;-1;18.29;70.97;1136.0;pdtrav;sat;18;531.27;1334.40;3555.0;pono;sat;-1;16.15;80.50;817.0
bv-arbitrated_top_n5_w8_d32_e0;abc;sat;40;303.97;3923.30;2457.0;abc17;sat;40;308.30;3980.27;2388.0;avr;sat;-1;802.62;10825.66;8879.0;avy;sat;34;1239.66;12392.17;5514.0;btormc;sat;-1;1046.39;1046.30;308.0;camical;sat;34;1167.13;1167.07;309.0;cosa2;sat;-1;737.38;2968.82;1184.0;nmtip;uns;-1;18.92;18.78;72.0;nuxmv;sat;-1;588.15;2350.87;910.0;pdtrav;sat;57;630.57;3071.44;3688.0;pono;sat;-1;774.29;3893.57;1906.0
bv-at.6.prop1-back-serstep;abc;sat;17;16.12;205.94;736.0;abc17;sat;17;15.80;205.97;745.0;avr;sat;-1;43.05;671.37;2565.0;avy;sat;45;6.70;59.45;440.0;btormc;sat;-1;24.45;24.40;88.0;camical;sat;8;13.36;13.30;25.0;cosa2;sat;-1;16.14;64.59;232.0;nmtip;sat;8;331.42;331.26;383.0;nuxmv;sat;-1;21.93;86.06;467.0;pdtrav;time;-1;3600.09;6829.59;6160.0;pono;sat;-1;30.89;148.93;323.0
bv-blocks.4.prop1-back-serstep;abc;sat;99;48.62;636.32;828.0;abc17;sat;1646;80.85;1056.15;1036.0;avr;unk;-1;3574.84;56926.36;6078.0;avy;sat;155;1396.18;13956.47;3769.0;btormc;time;-1;3600.09;3599.99;984.0;camical;sat;19;2735.17;2735.02;215.0;cosa2;time;-1;3600.10;14496.87;2271.0;nmtip;uns;-1;4.46;4.39;67.0;nuxmv;time;-1;3600.10;14398.65;1704.0;pdtrav;sat;12145;1202.55;7763.06;9664.0;pono;time;-1;3600.10;18104.57;5130.0
bv-brp2.2.prop1-func-interl;abc;sat;119;50.44;657.16;948.0;abc17;sat;119;50.31;661.92;990.0;avr;unk;-1;3575.99;41716.92;59340.0;avy;sat;100;67.06;667.93;1683.0;btormc;time;-1;3600.09;3599.92;2642.0;camical;sat;86;2415.73;2415.68;485.0;cosa2;time;-1;3600.10;14496.61;4962.0;nmtip;uns;-1;0.51;0.38;17.0;nuxmv;sat;-1;261.65;1044.95;663.0;pdtrav;sat;87;311.44;1965.22;2460.0;pono;time;-1;3600.10;18106.01;4513.0
bv-brp2.3.prop1-back-serstep;abc;sat;37;4.20;40.17;711.0;abc17;sat;37;4.23;41.08;722.0;avr;sat;-1;17.99;268.98;2208.0;avy;sat;37;39.13;387.15;1773.0;btormc;sat;-1;28.77;28.69;108.0;camical;sat;37;12.20;12.09;94.0;cosa2;sat;-1;17.53;70.28;395.0;nmtip;uns;-1;0.57;0.46;33.0;nuxmv;sat;-1;18.99;74.37;492.0;pdtrav;sat;37;17.29;69.46;1140.0;pono;sat;-1;16.52;82.50;409.0
bv-brp2.6.prop3-back-serstep;abc;time;-1;3600.10;43202.88;4021.0;abc17;time;-1;3600.11;43204.04;3924.0;avr;unk;-1;3574.29;56928.19;33862.0;avy;time;-1;3600.10;35996.98;12223.0;btormc;time;-1;3600.10;3599.98;3233.0;camical;time;-1;3600.10;3600.02;2777.0;cosa2;time;-1;3600.12;14498.07;7317.0;nmtip;uns;-1;0.55;0.49;32.0;nuxmv;time;-1;3600.09;14398.56;3283.0;pdtrav;time;-1;3600.10;24144.75;17054.0;pono;time;-1;3600.10;18103.36;8778.0
bv-buggy_ridecore;abc;sat;13;89.41;1177.34;6398.0;abc17;sat;13;89.37;1174.68;7710.0;avr;sat;-1;74.66;1170.96;16357.0;avy;sat;13;1486.98;14210.56;11414.0;btormc;sat;-1;343.35;343.29;1804.0;camical;sat;13;49.38;49.29;525.0;cosa2;time;-1;3600.11;11124.88;5494.0;nmtip;sat;13;62.18;62.08;526.0;nuxmv;sat;-1;72.32;269.88;4136.0;pdtrav;sat;13;1820.55;2578.63;15133.0;pono;time;-1;3600.09;11934.18;50557.0
bv-cal102;abc;uns;-1;178.08;2308.70;1577.0;abc17;uns;-1;181.22;2349.34;1597.0;avr;uns;-1;52.48;820.52;3566.0;avy;uns;-1;147.05;1433.94;1330.0;btormc;time;-1;3600.10;3600.01;358.0;camical;time;-1;3600.09;3599.76;353.0;cosa2;time;-1;3600.10;14497.17;2311.0;nmtip;time;-1;3600.09;3599.97;208.0;nuxmv;time;-1;3600.10;14397.96;2678.0;pdtrav;uns;-1;324.83;2191.13;3115.0;pono;time;-1;3600.10;18103.75;3489.0
bv-cal106;abc;uns;-1;79.44;1022.95;1095.0;abc17;uns;-1;80.08;1037.07;1098.0;avr;uns;-1;48.34;755.03;3690.0;avy;uns;-1;97.00;939.63;938.0;btormc;time;-1;3600.09;3599.98;331.0;camical;time;-1;3600.09;3600.03;299.0;cosa2;time;-1;3600.10;14496.38;1974.0;nmtip;time;-1;3600.09;3599.97;238.0;nuxmv;uns;-1;1998.06;7989.19;2830.0;pdtrav;uns;-1;172.89;1130.70;2955.0;pono;time;-1;3600.10;18106.47;3524.0
bv-cal107;abc;uns;-1;87.12;1124.61;1092.0;abc17;uns;-1;87.90;1140.85;1093.0;avr;uns;-1;46.99;732.93;3630.0;avy;uns;-1;94.00;909.39;1271.0;btormc;time;-1;3600.09;3600.04;366.0;camical;time;-1;3600.09;3599.97;414.0;cosa2;time;-1;3600.10;14498.25;2182.0;nmtip;time;-1;3600.10;3599.98;193.0;nuxmv;uns;-1;1760.07;7037.91;1966.0;pdtrav;uns;-1;185.77;1222.59;3033.0;pono;time;-1;3600.10;18107.55;3450.0
bv-cal112;abc;uns;-1;262.47;3393.56;1456.0;abc17;uns;-1;272.99;3536.34;1444.0;avr;uns;-1;46.67;727.13;3378.0;avy;uns;-1;339.95;3362.13;2308.0;btormc;time;-1;3600.09;3599.91;320.0;camical;time;-1;3600.09;3600.03;344.0;cosa2;time;-1;3600.11;14497.45;1887.0;nmtip;time;-1;3600.10;3599.98;289.0;nuxmv;time;-1;3600.10;14397.23;2802.0;pdtrav;uns;-1;516.88;3537.78;3233.0;pono;time;-1;3600.10;18107.90;3682.0
bv-cal117;abc;uns;-1;19.89;250.92;1090.0;abc17;uns;-1;20.84;265.30;1084.0;avr;uns;-1;55.04;861.20;4893.0;avy;uns;-1;21.14;179.66;935.0;btormc;time;-1;3600.10;3599.96;485.0;camical;time;-1;3600.10;3600.01;313.0;cosa2;time;-1;3600.10;14495.01;1632.0;nmtip;time;-1;3600.09;3599.98;305.0;nuxmv;uns;-1;51.63;203.86;888.0;pdtrav;uns;-1;62.80;360.00;2958.0;pono;time;-1;3600.10;18105.47;3620.0
bv-cal118;abc;uns;-1;46.29;591.88;1084.0;abc17;uns;-1;47.76;614.15;1072.0;avr;uns;-1;29.04;446.16;4610.0;avy;uns;-1;17.29;145.46;820.0;btormc;time;-1;3600.10;3599.91;527.0;camical;time;-1;3600.09;3599.99;272.0;cosa2;time;-1;3600.10;14497.91;1683.0;nmtip;time;-1;3600.09;3599.95;311.0;nuxmv;uns;-1;47.62;187.76;881.0;pdtrav;uns;-1;58.78;327.41;3064.0;pono;time;-1;3600.10;18103.65;3761.0
bv-cal119;abc;uns;-1;18.69;232.04;1050.0;abc17;uns;-1;18.75;238.22;1062.0;avr;uns;-1;39.20;607.22;4785.0;avy;uns;-1;18.28;153.32;758.0;btormc;time;-1;3600.09;3599.71;444.0;camical;time;-1;3600.09;3599.99;242.0;cosa2;time;-1;3600.10;14497.02;1591.0;nmtip;time;-1;3600.09;3599.98;268.0;nuxmv;uns;-1;60.47;239.60;894.0;pdtrav;uns;-1;49.56;270.29;2777.0;pono;time;-1;3600.10;18103.59;3895.0
bv-cal122;abc;uns;-1;15.65;200.02;1046.0;abc17;uns;-1;16.94;217.04;1042.0;avr;uns;-1;41.62;645.52;4768.0;avy;uns;-1;21.16;183.80;773.0;btormc;time;-1;3600.09;3599.94;383.0;camical;time;-1;3600.09;3600.02;238.0;cosa2;time;-1;3600.10;14496.50;4117.0;nmtip;time;-1;3600.09;3599.99;325.0;nuxmv;uns;-1;61.88;244.99;873.0;pdtrav;uns;-1;59.58;318.50;3096.0;pono;time;-1;3600.10;18105.90;3478.0
bv-cal123;abc;uns;-1;33.55;426.00;1046.0;abc17;uns;-1;19.32;244.80;1051.0;avr;uns;-1;27.92;426.40;4483.0;avy;uns;-1;22.07;190.92;815.0;btormc;time;-1;3600.09;3599.92;437.0;camical;time;-1;3600.09;3599.95;248.0;cosa2;time;-1;3600.10;14497.04;6832.0;nmtip;time;-1;3600.09;3600.02;295.0;nuxmv;uns;-1;58.76;232.69;876.0;pdtrav;uns;-1;58.56;333.40;2872.0;pono;time;-1;3600.10;18106.17;3446.0
bv-cal125;abc;uns;-1;17.39;214.12;1049.0;abc17;uns;-1;18.19;229.08;1049.0;avr;uns;-1;42.04;654.05;5222.0;avy;uns;-1;19.66;168.22;901.0;btormc;time;-1;3600.09;3600.00;429.0;camical;time;-1;3600.09;3599.99;248.0;cosa2;time;-1;3600.10;14497.41;2412.0;nmtip;time;-1;3600.09;3599.88;279.0;nuxmv;uns;-1;55.09;217.90;865.0;pdtrav;uns;-1;69.60;404.85;3171.0;pono;time;-1;3600.10;18105.98;3394.0
bv-cal129;abc;uns;-1;15.24;194.10;1042.0;abc17;uns;-1;15.85;203.03;1043.0;avr;uns;-1;25.25;384.18;4399.0;avy;uns;-1;18.79;159.58;738.0;btormc;time;-1;3600.10;3600.01;408.0;camical;time;-1;3600.09;3599.91;227.0;cosa2;time;-1;3600.10;14497.51;4451.0;nmtip;time;-1;3600.09;3599.97;263.0;nuxmv;uns;-1;54.81;216.68;867.0;pdtrav;uns;-1;54.55;308.23;2893.0;pono;time;-1;3600.10;18104.58;3893.0
bv-cal140;abc;uns;-1;12.33;148.86;999.0;abc17;uns;-1;12.68;155.65;998.0;avr;uns;-1;21.48;323.79;4119.0;avy;uns;-1;13.03;106.97;724.0;btormc;time;-1;3600.09;3599.89;423.0;camical;time;-1;3600.09;3599.94;231.0;cosa2;time;-1;3600.10;14496.23;1431.0;nmtip;time;-1;3600.09;3599.93;231.0;nuxmv;uns;-1;63.10;249.95;865.0;pdtrav;uns;-1;43.52;230.52;2764.0;pono;time;-1;3600.10;18104.17;3239.0
bv-cal142;abc;uns;-1;13.99;171.75;1010.0;abc17;uns;-1;14.72;180.41;1006.0;avr;uns;-1;44.86;698.86;4691.0;avy;uns;-1;14.50;122.19;819.0;btormc;time;-1;3600.09;3599.94;422.0;camical;time;-1;3600.09;3600.02;251.0;cosa2;time;-1;3600.10;14498.23;13023.0;nmtip;time;-1;3600.09;3599.98;294.0;nuxmv;uns;-1;102.67;408.24;869.0;pdtrav;uns;-1;50.57;280.35;2775.0;pono;time;-1;3600.10;18105.38;3575.0
bv-cal143;abc;uns;-1;17.19;213.70;1038.0;abc17;uns;-1;18.23;227.66;1045.0;avr;uns;-1;27.26;416.65;4380.0;avy;uns;-1;16.86;130.96;694.0;btormc;time;-1;3600.09;3599.99;396.0;camical;time;-1;3600.09;3599.98;261.0;cosa2;time;-1;3600.10;14497.25;3024.0;nmtip;time;-1;3600.09;3599.94;332.0;nuxmv;uns;-1;104.27;414.58;879.0;pdtrav;uns;-1;52.60;289.19;2939.0;pono;time;-1;3600.10;18103.15;3102.0
bv-cal149;abc;uns;-1;14.05;171.24;1031.0;abc17;uns;-1;14.14;177.87;1026.0;avr;uns;-1;23.91;362.13;4147.0;avy;uns;-1;14.02;116.57;706.0;btormc;time;-1;3600.09;3600.00;400.0;camical;time;-1;3600.09;3599.98;229.0;cosa2;time;-1;3600.10;14496.77;1425.0;nmtip;time;-1;3600.09;3600.00;302.0;nuxmv;uns;-1;75.45;299.12;865.0;pdtrav;uns;-1;50.55;283.57;2877.0;pono;time;-1;3600.10;18103.77;3586.0
bv-cal156;abc;time;-1;3600.10;44472.64;3216.0;abc17;time;-1;3600.10;44409.18;3216.0;avr;uns;-1;59.50;932.37;4337.0;avy;time;-1;3600.10;35915.67;3943.0;btormc;time;-1;3600.10;3600.03;209.0;camical;time;-1;3600.09;3599.96;178.0;cosa2;time;-1;3600.10;14496.45;30116.0;nmtip;time;-1;3600.09;3599.96;341.0;nuxmv;time;-1;3600.10;14396.41;1711.0;pdtrav;time;-1;3600.10;24461.45;4888.0;pono;time;-1;3600.10;18108.10;13343.0
bv-cal159;abc;uns;-1;0.86;0.49;46.0;abc17;uns;-1;0.56;0.38;46.0;avr;uns;-1;1.16;7.26;1080.0;avy;uns;-1;0.49;0.59;143.0;btormc;time;-1;3600.09;3599.92;3254.0;camical;unk;-1;1.56;1.50;460.0;cosa2;time;-1;3600.10;12530.59;3353.0;nmtip;uns;-1;0.06;0.00;0.0;nuxmv;uns;-1;1.66;4.39;368.0;pdtrav;uns;-1;3.02;3.16;230.0;pono;uns;-1;249.58;1254.31;1745.0
bv-cal161;abc;uns;-1;0.72;0.47;48.0;abc17;uns;-1;0.60;0.39;46.0;avr;uns;-1;1.13;7.23;1188.0;avy;uns;-1;0.49;0.51;90.0;btormc;time;-1;3600.09;3599.90;3175.0;camical;unk;-1;1.60;1.50;464.0;cosa2;time;-1;3600.09;12478.31;3379.0;nmtip;uns;-1;0.06;0.00;0.0;nuxmv;uns;-1;1.70;4.08;368.0;pdtrav;uns;-1;3.02;3.17;230.0;pono;uns;-1;63.90;320.45;967.0
bv-cal162;abc;uns;-1;0.72;0.45;48.0;abc17;uns;-1;0.61;0.42;61.0;avr;uns;-1;1.13;7.05;1231.0;avy;uns;-1;0.45;0.59;150.0;btormc;time;-1;3600.10;3599.94;3302.0;camical;unk;-1;1.56;1.50;461.0;cosa2;time;-1;3600.10;12501.78;3148.0;nmtip;uns;-1;0.06;0.00;0.0;nuxmv;uns;-1;1.72;4.33;368.0;pdtrav;uns;-1;2.98;3.08;230.0;pono;uns;-1;45.15;226.39;846.0
bv-cal176;abc;uns;-1;4.16;39.68;1042.0;abc17;uns;-1;3.97;41.13;1037.0;avr;uns;-1;9.44;130.67;5706.0;avy;uns;-1;6.05;39.56;702.0;btormc;time;-1;3600.09;3599.97;1619.0;camical;time;-1;3600.10;3599.76;508.0;cosa2;time;-1;3600.10;14496.26;3171.0;nmtip;uns;-1;1837.61;1837.36;274.0;nuxmv;uns;-1;20.92;79.70;915.0;pdtrav;uns;-1;38.19;117.12;2810.0;pono;time;-1;3600.10;18105.39;3902.0
bv-cal192;abc;time;-1;3600.13;44404.85;3683.0;abc17;time;-1;3600.10;44403.13;3706.0;avr;uns;-1;57.78;904.08;4294.0;avy;time;-1;3600.10;35908.01;7657.0;btormc;time;-1;3600.10;3600.01;243.0;camical;time;-1;3600.09;3599.99;184.0;cosa2;time;-1;3600.10;14497.53;29057.0;nmtip;time;-1;3600.10;3599.97;323.0;nuxmv;time;-1;3600.10;14396.49;1632.0;pdtrav;time;-1;3600.10;24359.09;4922.0;pono;time;-1;3600.10;18105.83;2581.0
bv-cal2;abc;time;-1;3600.10;43314.79;4151.0;abc17;time;-1;3600.10;43327.67;4101.0;avr;uns;-1;0.51;2.93;696.0;avy;time;-1;3600.10;35994.75;24439.0;btormc;time;-1;3600.09;3599.97;160.0;camical;time;-1;3600.09;3600.05;173.0;cosa2;time;-1;3600.10;14497.54;913.0;nmtip;time;-1;3600.09;3599.96;241.0;nuxmv;time;-1;3600.10;14398.23;1501.0;pdtrav;time;-1;3600.10;28747.66;7898.0;pono;time;-1;3600.10;18103.99;1160.0
bv-cal201;abc;time;-1;3600.10;44402.29;3615.0;abc17;time;-1;3600.10;44411.98;3636.0;avr;uns;-1;61.15;959.61;4448.0;avy;time;-1;3600.11;35917.42;7630.0;btormc;time;-1;3600.09;3599.97;329.0;camical;time;-1;3600.09;3600.03;207.0;cosa2;time;-1;3600.10;14496.38;13006.0;nmtip;time;-1;3600.09;3599.99;276.0;nuxmv;time;-1;3600.10;14396.48;1634.0;pdtrav;time;-1;3600.10;24663.36;4538.0;pono;time;-1;3600.10;18105.44;2408.0
bv-cal206;abc;time;-1;3600.11;44425.85;2778.0;abc17;time;-1;3600.10;44467.97;2810.0;avr;uns;-1;61.95;972.76;4339.0;avy;time;-1;3600.10;35925.78;7317.0;btormc;time;-1;3600.09;3599.99;334.0;camical;time;-1;3600.09;3600.05;196.0;cosa2;time;-1;3600.10;14497.19;5844.0;nmtip;time;-1;3600.09;3600.02;290.0;nuxmv;time;-1;3600.10;14396.31;1517.0;pdtrav;time;-1;3600.10;24513.90;4356.0;pono;time;-1;3600.10;18102.86;2370.0
bv-cal209;abc;time;-1;3600.10;44456.68;2796.0;abc17;time;-1;3600.10;44470.54;2774.0;avr;uns;-1;80.74;1273.13;4525.0;avy;time;-1;3600.10;35924.91;8719.0;btormc;time;-1;3600.09;3600.00;314.0;camical;time;-1;3600.10;3599.98;202.0;cosa2;time;-1;3600.10;14497.45;33425.0;nmtip;time;-1;3600.09;3600.03;330.0;nuxmv;time;-1;3600.10;14396.59;1577.0;pdtrav;time;-1;3600.10;24407.44;4974.0;pono;time;-1;3600.10;18104.67;8880.0
bv-cal21;abc;uns;-1;0.83;0.65;214.0;abc17;uns;-1;0.60;0.26;50.0;avr;uns;-1;0.40;1.52;470.0;avy;uns;-1;0.66;0.78;172.0;btormc;uns;-1;261.24;261.19;124.0;camical;time;-1;3600.09;3599.97;381.0;cosa2;uns;-1;0.67;2.21;62.0;nmtip;uns;-1;7.80;7.69;15.0;nuxmv;uns;-1;0.74;1.31;217.0;pdtrav;uns;-1;0.99;0.99;300.0;pono;uns;-1;0.94;4.12;109.0
bv-cal210;abc;time;-1;3600.10;44435.03;2877.0;abc17;time;-1;3600.10;44439.56;2979.0;avr;uns;-1;68.09;1070.34;4572.0;avy;time;-1;3600.11;35921.00;9807.0;btormc;time;-1;3600.09;3600.02;359.0;camical;time;-1;3600.10;3599.99;203.0;cosa2;time;-1;3600.10;14498.32;36909.0;nmtip;time;-1;3600.09;3599.97;292.0;nuxmv;time;-1;3600.10;14396.42;1533.0;pdtrav;time;-1;3600.10;24717.85;5371.0;pono;time;-1;3600.10;18104.81;2633.0
bv-cal220;abc;uns;-1;1184.33;16114.85;4138.0;abc17;uns;-1;1198.47;16425.56;4277.0;avr;uns;-1;454.81;7264.15;5663.0;avy;time;-1;3600.10;34403.41;40250.0;btormc;time;-1;3600.10;3599.97;426.0;camical;time;-1;3600.09;3599.93;449.0;cosa2;time;-1;3600.10;14495.56;1820.0;nmtip;time;-1;3600.10;3599.96;679.0;nuxmv;time;-1;3600.10;14395.26;2366.0;pdtrav;uns;-1;137.78;161.16;445.0;pono;time;-1;3600.10;18104.59;3811.0
