benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
bv-circular_pointer_top_w128_d64_e0;abc;time;-1;3600.10;44607.29;4673.0;abc17;time;-1;3600.10;44615.55;4675.0;avr;unk;-1;3573.75;37385.86;21832.0;avy;time;-1;3600.11;35964.49;9583.0;btormc;time;-1;3600.09;3599.95;1971.0;camical;time;-1;3600.10;3599.99;1163.0;cosa2;time;-1;3600.10;14498.28;5673.0;nmtip;time;-1;3600.09;3599.96;447.0;nuxmv;time;-1;3600.10;14397.41;3762.0;pdtrav;time;-1;3600.10;21490.23;12608.0;pono;time;-1;3600.10;18103.95;5995.0
bv-circular_pointer_top_w128_d8_e0;abc;sat;11;6.22;63.74;872.0;abc17;sat;11;6.25;65.03;877.0;avr;sat;-1;7.56;103.04;1363.0;avy;sat;12;304.92;3036.41;1963.0;btormc;sat;-1;14.05;14.00;74.0;camical;sat;11;17.95;17.90;72.0;cosa2;sat;-1;7.32;29.12;179.0;nmtip;sat;11;31.05;30.99;42.0;nuxmv;sat;-1;8.76;33.48;488.0;pdtrav;sat;11;27.76;133.13;2239.0;pono;sat;-1;7.65;37.86;266.0
bv-circular_pointer_top_w16_d128_e0;abc;time;-1;3600.10;44225.90;3945.0;abc17;time;-1;3600.10;44230.53;3881.0;avr;unk;-1;3573.54;35198.60;15333.0;avy;time;-1;3600.10;35995.94;9893.0;btormc;time;-1;3600.09;3599.89;941.0;camical;time;-1;3600.09;3600.00;514.0;cosa2;time;-1;3600.11;14498.37;3455.0;nmtip;uns;-1;74.25;74.18;127.0;nuxmv;time;-1;3600.10;14397.62;1641.0;pdtrav;time;-1;3600.10;21005.19;8037.0;pono;time;-1;3600.10;18105.43;4881.0
bv-circular_pointer_top_w16_d32_e0;abc;time;-1;3600.10;44223.40;3824.0;abc17;time;-1;3600.10;44225.68;3635.0;avr;sat;-1;1274.52;13844.26;8554.0;avy;sat;51;1602.37;16018.78;6289.0;btormc;sat;-1;640.78;640.68;221.0;camical;sat;35;1489.32;1489.30;252.0;cosa2;sat;-1;1179.40;4748.67;1950.0;nmtip;uns;-1;54.77;54.69;98.0;nuxmv;sat;-1;641.97;2566.33;726.0;pdtrav;sat;57;608.80;3647.51;3834.0;pono;sat;-1;1621.15;7873.70;2798.0
bv-circular_pointer_top_w16_d64_e0;abc;time;-1;3600.10;44222.14;4006.0;abc17;time;-1;3600.10;44224.17;4557.0;avr;unk;-1;3573.07;31221.69;16218.0;avy;time;-1;3600.10;34838.97;8390.0;btormc;time;-1;3600.09;3599.97;496.0;camical;time;-1;3600.10;3599.98;411.0;cosa2;time;-1;3600.10;14495.40;3909.0;nmtip;uns;-1;40.24;40.16;102.0;nuxmv;time;-1;3600.10;14398.73;1512.0;pdtrav;time;-1;3600.09;20787.96;9075.0;pono;time;-1;3600.10;18105.64;4253.0
bv-circular_pointer_top_w32_d16_e0;abc;sat;34;36.45;453.90;888.0;abc17;sat;34;37.94;474.16;887.0;avr;sat;-1;25.79;394.87;1954.0;avy;sat;19;328.46;3281.31;2421.0;btormc;sat;-1;27.41;27.29;62.0;camical;sat;19;48.13;48.10;65.0;cosa2;sat;-1;25.92;103.70;250.0;nmtip;uns;-1;34.36;34.29;94.0;nuxmv;sat;-1;23.67;93.26;446.0;pdtrav;sat;19;120.39;547.11;1589.0;pono;sat;-1;29.46;147.46;333.0
bv-circular_pointer_top_w32_d32_e0;abc;time;-1;3600.10;44223.91;4130.0;abc17;time;-1;3600.10;44222.01;5060.0;avr;sat;-1;1313.93;14455.73;9139.0;avy;time;-1;3600.10;35083.42;9887.0;btormc;sat;-1;1215.04;1214.99;330.0;camical;sat;35;2219.04;2219.02;285.0;cosa2;sat;-1;1767.94;7119.07;2593.0;nmtip;uns;-1;47.08;46.99;103.0;nuxmv;sat;-1;862.01;3446.33;916.0;pdtrav;sat;55;645.10;3256.25;3480.0;pono;sat;-1;1721.08;8655.07;3689.0
bv-circular_pointer_top_w64_d128_e0;abc;time;-1;3600.10;44606.92;4712.0;abc17;time;-1;3600.10;44617.81;4733.0;avr;unk;-1;3573.23;36076.73;22176.0;avy;time;-1;3600.12;35977.44;11363.0;btormc;time;-1;3600.10;3599.96;2655.0;camical;time;-1;3600.10;3600.04;1239.0;cosa2;time;-1;3600.10;14498.82;7073.0;nmtip;time;-1;3600.09;3600.00;423.0;nuxmv;time;-1;3600.10;14397.51;3649.0;pdtrav;time;-1;3600.10;24522.85;20521.0;pono;time;-1;3600.10;18105.76;6230.0
bv-circular_pointer_top_w64_d8_e0;abc;sat;11;2.91;25.78;780.0;abc17;sat;11;2.94;27.00;771.0;avr;sat;-1;3.28;38.45;972.0;avy;sat;12;90.14;893.33;1130.0;btormc;sat;-1;4.27;4.20;32.0;camical;sat;11;5.35;5.29;33.0;cosa2;sat;-1;2.88;11.05;112.0;nmtip;sat;11;12.35;12.29;34.0;nuxmv;sat;-1;2.95;10.38;332.0;pdtrav;sat;11;11.30;46.68;1159.0;pono;sat;-1;3.14;15.20;182.0
bv-circular_pointer_top_w8_d16_e0;abc;sat;37;20.38;256.00;781.0;abc17;sat;39;15.72;199.27;749.0;avr;sat;-1;14.98;221.23;1643.0;avy;sat;19;62.35;621.15;1141.0;btormc;sat;-1;21.81;21.70;33.0;camical;sat;19;18.54;18.50;25.0;cosa2;sat;-1;12.22;48.86;138.0;nmtip;uns;-1;14.03;13.99;34.0;nuxmv;sat;-1;17.72;69.19;289.0;pdtrav;sat;20;23.17;123.99;1239.0;pono;sat;-1;12.51;61.96;213.0
bv-dspfilters_fastfir_second-p04;abc;uns;-1;3.78;35.78;1274.0;abc17;uns;-1;3.77;37.27;1273.0;avr;uns;-1;1.57;14.49;1439.0;avy;uns;-1;9.39;81.13;974.0;btormc;uns;-1;0.56;0.49;48.0;camical;unk;-1;3096.56;3096.27;11848.0;cosa2;uns;-1;0.73;2.58;208.0;nmtip;uns;-1;4.38;4.29;121.0;nuxmv;uns;-1;5.50;19.51;1113.0;pdtrav;uns;-1;43.43;206.73;2602.0;pono;uns;-1;0.70;2.63;275.0
bv-dspfilters_fastfir_second-p05;abc;time;-1;3600.10;38270.94;3059.0;abc17;time;-1;3600.10;38271.26;3022.0;avr;uns;-1;1606.57;25714.31;26258.0;avy;time;-1;3600.10;35986.46;9304.0;btormc;uns;-1;841.07;840.93;328.0;camical;time;-1;3600.09;3599.99;592.0;cosa2;uns;-1;2038.86;8209.83;1810.0;nmtip;uns;-1;3517.73;3517.67;392.0;nuxmv;time;-1;3600.10;14397.81;2033.0;pdtrav;time;-1;3600.09;21301.30;12035.0;pono;uns;-1;1492.81;7506.00;2748.0
bv-dspfilters_fastfir_second-p06;abc;time;-1;3600.10;38262.52;2969.0;abc17;time;-1;3600.10;38270.69;3149.0;avr;uns;-1;2432.21;36680.86;30485.0;avy;time;-1;3600.10;35986.46;8902.0;btormc;uns;-1;1051.66;1051.58;377.0;camical;time;-1;3600.09;3599.90;537.0;cosa2;uns;-1;2475.28;9967.77;1861.0;nmtip;time;-1;3600.10;3600.01;490.0;nuxmv;time;-1;3600.10;14398.00;2152.0;pdtrav;time;-1;3600.09;21264.82;13191.0;pono;uns;-1;2286.43;11498.66;3169.0
bv-dspfilters_fastfir_second-p07;abc;uns;-1;33.14;440.46;2111.0;abc17;uns;-1;33.67;447.47;2081.0;avr;uns;-1;1.93;20.74;1779.0;avy;uns;-1;27.86;265.53;1278.0;btormc;uns;-1;1.74;1.70;80.0;camical;time;-1;3600.35;3599.99;7675.0;cosa2;uns;-1;4.33;17.10;356.0;nmtip;uns;-1;66.55;66.49;151.0;nuxmv;uns;-1;143.58;571.79;2240.0;pdtrav;uns;-1;89.46;471.98;2601.0;pono;uns;-1;3.00;14.23;370.0
bv-dspfilters_fastfir_second-p09;abc;uns;-1;129.24;1565.87;1509.0;abc17;uns;-1;132.31;1607.94;1504.0;avr;uns;-1;25.24;384.64;3408.0;avy;uns;-1;213.80;2124.57;2581.0;btormc;uns;-1;17.72;17.69;158.0;camical;time;-1;3600.15;3599.97;3560.0;cosa2;uns;-1;41.30;165.51;650.0;nmtip;uns;-1;304.48;304.39;189.0;nuxmv;uns;-1;481.03;1921.59;2419.0;pdtrav;uns;-1;735.00;3711.58;7182.0;pono;uns;-1;20.64;103.30;656.0
bv-dspfilters_fastfir_second-p10;abc;uns;-1;200.50;2371.49;1319.0;abc17;uns;-1;206.49;2483.37;1333.0;avr;uns;-1;65.50;1028.65;4026.0;avy;uns;-1;294.60;2932.24;2558.0;btormc;uns;-1;34.62;34.50;152.0;camical;time;-1;3600.12;3600.02;2639.0;cosa2;uns;-1;79.54;319.92;773.0;nmtip;uns;-1;607.00;606.90;251.0;nuxmv;uns;-1;867.66;3468.13;2723.0;pdtrav;uns;-1;1296.93;6744.60;7092.0;pono;uns;-1;43.43;217.91;842.0
bv-dspfilters_fastfir_second-p11;abc;uns;-1;1257.19;11865.58;2667.0;abc17;uns;-1;1279.32;11962.98;2640.0;avr;uns;-1;315.35;5032.38;10403.0;avy;uns;-1;1852.70;18512.04;6868.0;btormc;uns;-1;126.59;126.49;259.0;camical;time;-1;3600.09;3599.99;738.0;cosa2;uns;-1;698.69;2813.07;1363.0;nmtip;uns;-1;1889.89;1889.80;498.0;nuxmv;uns;-1;2780.77;11120.37;2291.0;pdtrav;time;-1;3600.10;21292.35;13379.0;pono;uns;-1;294.15;1478.77;1694.0
bv-dspfilters_fastfir_second-p14;abc;uns;-1;425.88;5151.20;1647.0;abc17;uns;-1;453.69;5519.08;1875.0;avr;uns;-1;271.16;4324.63;6358.0;avy;uns;-1;1131.05;11296.85;4347.0;btormc;uns;-1;113.11;112.99;170.0;camical;time;-1;3600.09;3600.01;1131.0;cosa2;uns;-1;281.87;1134.63;951.0;nmtip;uns;-1;1337.30;1337.16;334.0;nuxmv;uns;-1;1690.36;6758.66;2274.0;pdtrav;uns;-1;3593.45;21140.52;9799.0;pono;uns;-1;194.28;976.28;1329.0
bv-dspfilters_fastfir_second-p16;abc;uns;-1;131.77;1299.39;2196.0;abc17;uns;-1;105.63;1352.99;2320.0;avr;uns;-1;3.35;38.89;1970.0;avy;uns;-1;62.55;611.81;2008.0;btormc;uns;-1;3.22;3.19;114.0;camical;time;-1;3600.28;3599.94;7021.0;cosa2;uns;-1;16.55;66.20;754.0;nmtip;uns;-1;100.44;100.39;159.0;nuxmv;uns;-1;169.06;673.80;2144.0;pdtrav;uns;-1;61.44;314.36;2570.0;pono;uns;-1;4.59;22.32;587.0
bv-dspfilters_fastfir_second-p18;abc;time;-1;3600.10;38263.79;3093.0;abc17;time;-1;3600.10;38267.81;2735.0;avr;unk;-1;3572.79;53569.62;43457.0;avy;time;-1;3600.10;35987.51;9010.0;btormc;uns;-1;2958.79;2958.68;451.0;camical;time;-1;3600.10;3599.98;539.0;cosa2;time;-1;3600.10;14498.64;2128.0;nmtip;time;-1;3600.10;3599.96;442.0;nuxmv;time;-1;3600.10;14397.67;2246.0;pdtrav;time;-1;3600.10;21132.32;17070.0;pono;time;-1;3600.10;18104.67;4099.0
bv-dspfilters_fastfir_second-p21;abc;uns;-1;3.26;28.61;1078.0;abc17;uns;-1;3.16;28.13;1075.0;avr;uns;-1;1.59;14.44;1444.0;avy;uns;-1;9.86;85.39;1084.0;btormc;uns;-1;0.51;0.39;47.0;camical;unk;-1;2346.34;2346.23;12162.0;cosa2;uns;-1;0.68;2.18;230.0;nmtip;uns;-1;3.20;3.09;168.0;nuxmv;uns;-1;5.20;18.23;1121.0;pdtrav;uns;-1;41.43;201.83;2566.0;pono;uns;-1;0.61;2.15;283.0
bv-dspfilters_fastfir_second-p22;abc;time;-1;3600.10;43756.14;2896.0;abc17;time;-1;3600.10;43776.86;2851.0;avr;unk;-1;3576.13;51556.71;32652.0;avy;time;-1;3600.10;35986.84;6441.0;btormc;time;-1;3600.10;3600.01;428.0;camical;time;-1;3600.09;3600.01;384.0;cosa2;time;-1;3600.10;14497.56;1851.0;nmtip;time;-1;3600.09;3599.96;316.0;nuxmv;time;-1;3600.10;14397.83;2224.0;pdtrav;time;-1;3600.10;21235.42;15797.0;pono;time;-1;3600.10;18104.59;5013.0
bv-dspfilters_fastfir_second-p25;abc;uns;-1;859.73;9569.92;3617.0;abc17;uns;-1;396.95;3839.47;2241.0;avr;uns;-1;30.73;471.24;4822.0;avy;uns;-1;367.12;3657.33;3725.0;btormc;uns;-1;22.38;22.29;195.0;camical;time;-1;3600.13;3599.92;2994.0;cosa2;uns;-1;119.18;479.32;1019.0;nmtip;uns;-1;610.55;610.48;266.0;nuxmv;uns;-1;817.88;3268.92;2832.0;pdtrav;uns;-1;1292.57;6697.20;9434.0;pono;uns;-1;42.31;211.92;983.0
bv-dspfilters_fastfir_second-p26;abc;uns;-1;2777.32;33157.32;3424.0;abc17;uns;-1;2908.45;34767.18;3600.0;avr;uns;-1;2424.19;35613.64;22530.0;avy;time;-1;3600.10;35987.29;8303.0;btormc;uns;-1;1051.55;1051.47;293.0;camical;time;-1;3600.10;3600.02;401.0;cosa2;uns;-1;1510.92;6083.26;1449.0;nmtip;uns;-1;2855.96;2855.88;416.0;nuxmv;time;-1;3600.10;14397.94;2000.0;pdtrav;time;-1;3600.10;21168.90;11613.0;pono;uns;-1;1903.43;9572.36;3174.0
bv-dspfilters_fastfir_second-p42;abc;uns;-1;522.89;5038.37;2373.0;abc17;uns;-1;539.78;5253.49;2316.0;avr;uns;-1;58.73;920.43;5455.0;avy;uns;-1;647.82;6463.24;4583.0;btormc;uns;-1;38.55;38.49;199.0;camical;time;-1;3600.10;3599.98;2047.0;cosa2;uns;-1;234.39;943.27;1126.0;nmtip;uns;-1;795.14;795.10;297.0;nuxmv;uns;-1;1156.58;4623.73;2562.0;pdtrav;uns;-1;1871.69;10752.09;10268.0;pono;uns;-1;74.16;372.35;1048.0
bv-dspfilters_fastfir_second-p43;abc;uns;-1;1927.87;23079.73;2760.0;abc17;uns;-1;1826.62;21731.29;3724.0;avr;uns;-1;1212.71;19407.01;16199.0;avy;uns;-1;2531.50;25299.53;6128.0;btormc;uns;-1;584.08;583.98;269.0;camical;time;-1;3600.09;3600.06;452.0;cosa2;uns;-1;944.03;3800.78;1255.0;nmtip;uns;-1;2290.29;2290.20;401.0;nuxmv;time;-1;3600.10;14397.76;2010.0;pdtrav;time;-1;3600.10;21337.63;12568.0;pono;uns;-1;841.00;4228.88;2255.0
bv-dspfilters_fastfir_second-p45;abc;uns;-1;668.03;8212.61;1862.0;abc17;uns;-1;699.82;8542.66;1879.0;avr;uns;-1;641.94;10264.18;10704.0;avy;uns;-1;1742.03;17405.44;6437.0;btormc;uns;-1;265.90;265.80;218.0;camical;time;-1;3600.09;3599.92;670.0;cosa2;uns;-1;466.61;1878.19;1046.0;nmtip;uns;-1;1604.51;1604.39;371.0;nuxmv;uns;-1;2168.06;8669.37;2092.0;pdtrav;time;-1;3600.10;21549.60;10422.0;pono;uns;-1;450.56;2265.44;1850.0
bv-elevator.4.prop1-func-interl;abc;uns;-1;0.84;1.15;541.0;abc17;uns;-1;0.51;0.27;53.0;avr;uns;-1;1.18;9.00;755.0;avy;uns;-1;0.72;0.72;181.0;btormc;time;-1;3600.09;3599.91;4447.0;camical;unk;-1;1031.75;1031.69;4480.0;cosa2;uns;-1;3483.81;14027.95;9270.0;nmtip;uns;-1;0.30;0.18;22.0;nuxmv;uns;-1;1.00;2.40;259.0;pdtrav;uns;-1;3.34;7.77;985.0;pono;uns;-1;6.05;29.75;271.0
bv-frogs.5.prop1-func-interl;abc;uns;-1;2.62;27.79;772.0;abc17;uns;-1;2.93;33.42;780.0;avr;unk;-1;3575.02;53847.86;10874.0;avy;time;-1;3600.10;35992.74;10127.0;btormc;time;-1;3600.10;3600.00;2322.0;camical;time;-1;3600.10;3600.00;1181.0;cosa2;time;-1;3600.10;14496.93;4725.0;nmtip;uns;-1;3.24;3.19;29.0;nuxmv;uns;-1;58.63;232.68;726.0;pdtrav;uns;-1;2659.93;20615.83;6425.0;pono;time;-1;3600.10;18104.30;6332.0
bv-gen10;abc;uns;-1;0.56;0.35;56.0;abc17;uns;-1;0.45;0.31;50.0;avr;uns;-1;0.31;0.97;249.0;avy;uns;-1;0.17;0.03;17.0;btormc;time;-1;3600.09;3600.03;2590.0;camical;unk;-1;12.78;12.70;188.0;cosa2;uns;-1;0.21;0.24;68.0;nmtip;uns;-1;0.25;0.19;12.0;nuxmv;uns;-1;0.63;0.92;217.0;pdtrav;uns;-1;1.09;1.25;470.0;pono;uns;-1;0.17;0.13;87.0
bv-gen12;abc;uns;-1;0.60;0.32;48.0;abc17;uns;-1;0.46;0.31;54.0;avr;uns;-1;0.30;0.97;257.0;avy;uns;-1;0.23;0.32;129.0;btormc;time;-1;3600.09;3599.96;2181.0;camical;unk;-1;8.69;8.59;197.0;cosa2;uns;-1;0.22;0.51;63.0;nmtip;uns;-1;0.15;0.09;12.0;nuxmv;uns;-1;0.61;0.84;228.0;pdtrav;uns;-1;1.10;1.22;396.0;pono;uns;-1;0.18;0.15;89.0
bv-gen14;abc;uns;-1;0.61;0.31;47.0;abc17;uns;-1;0.49;0.29;50.0;avr;uns;-1;0.31;0.98;260.0;avy;uns;-1;0.22;0.05;16.0;btormc;time;-1;3600.10;3599.96;2184.0;camical;unk;-1;8.69;8.60;197.0;cosa2;uns;-1;0.21;0.21;63.0;nmtip;uns;-1;0.15;0.09;12.0;nuxmv;uns;-1;0.66;1.15;241.0;pdtrav;uns;-1;1.10;1.31;393.0;pono;uns;-1;0.18;0.15;88.0
bv-gen21;abc;uns;-1;0.56;0.34;54.0;abc17;uns;-1;0.70;0.32;45.0;avr;uns;-1;0.31;0.94;255.0;avy;uns;-1;0.17;0.08;12.0;btormc;time;-1;3600.10;3599.96;2701.0;camical;unk;-1;8.91;8.90;184.0;cosa2;uns;-1;0.17;0.24;68.0;nmtip;uns;-1;0.14;0.09;12.0;nuxmv;uns;-1;0.59;0.90;231.0;pdtrav;uns;-1;1.09;1.22;434.0;pono;uns;-1;0.20;0.17;94.0
bv-gen31;abc;uns;-1;1.04;4.94;531.0;abc17;uns;-1;0.93;3.75;541.0;avr;uns;-1;1.20;9.26;787.0;avy;uns;-1;1.80;9.52;424.0;btormc;time;-1;3600.10;3599.99;2444.0;camical;time;-1;3600.10;3599.96;1309.0;cosa2;uns;-1;2.73;10.67;155.0;nmtip;uns;-1;143.03;142.99;120.0;nuxmv;uns;-1;7.85;29.80;448.0;pdtrav;uns;-1;5.33;17.73;2010.0;pono;uns;-1;23.57;117.79;474.0
bv-gen35;abc;uns;-1;0.76;1.34;514.0;abc17;uns;-1;0.67;1.35;516.0;avr;uns;-1;0.30;0.98;242.0;avy;uns;-1;1.28;5.41;373.0;btormc;time;-1;3600.10;3599.98;2583.0;camical;unk;-1;1081.66;1081.60;1798.0;cosa2;uns;-1;2.19;8.21;169.0;nmtip;uns;-1;8.64;8.58;31.0;nuxmv;uns;-1;4.25;15.08;371.0;pdtrav;uns;-1;4.33;14.57;1988.0;pono;uns;-1;0.90;3.56;173.0
bv-gen39;abc;uns;-1;0.59;0.34;50.0;abc17;uns;-1;0.48;0.32;53.0;avr;uns;-1;0.32;0.98;235.0;avy;uns;-1;0.23;0.44;154.0;btormc;time;-1;3600.10;3599.96;2344.0;camical;unk;-1;40.67;40.59;380.0;cosa2;uns;-1;0.26;0.57;90.0;nmtip;uns;-1;0.55;0.49;13.0;nuxmv;uns;-1;0.85;1.87;264.0;pdtrav;uns;-1;1.16;1.66;558.0;pono;uns;-1;0.19;0.08;74.0
bv-gen43;abc;uns;-1;1.22;6.86;711.0;abc17;uns;-1;1.20;7.90;707.0;avr;uns;-1;0.30;0.95;252.0;avy;uns;-1;11.64;17.37;309.0;btormc;uns;-1;23.13;23.10;67.0;camical;time;-1;3600.09;3599.98;197.0;cosa2;uns;-1;0.82;2.92;68.0;nmtip;time;-1;3600.09;3599.96;59.0;nuxmv;uns;-1;9.52;36.47;351.0;pdtrav;uns;-1;3.15;9.95;2151.0;pono;uns;-1;1.07;4.63;125.0
bv-gen44;abc;uns;-1;1.24;8.03;684.0;abc17;uns;-1;1.20;8.01;682.0;avr;uns;-1;0.30;0.93;231.0;avy;uns;-1;2.38;8.58;312.0;btormc;uns;-1;26.08;26.00;99.0;camical;time;-1;3600.09;3599.99;244.0;cosa2;uns;-1;1.19;4.20;78.0;nmtip;time;-1;3600.09;3599.97;61.0;nuxmv;uns;-1;12.36;47.92;343.0;pdtrav;uns;-1;3.16;9.22;2163.0;pono;uns;-1;1.30;5.65;133.0
bv-h_RCU;abc;time;-1;3600.10;46802.46;5603.0;abc17;uns;-1;589.94;7675.53;2332.0;avr;unk;-1;3575.72;54728.91;104428.0;avy;time;-1;3600.11;35997.67;14874.0;btormc;time;-1;3600.10;3600.00;308.0;camical;time;-1;3600.09;3599.94;299.0;cosa2;time;-1;3600.10;14498.96;1239.0;nmtip;uns;-1;0.55;0.48;32.0;nuxmv;uns;-1;3525.89;14102.05;1783.0;pdtrav;uns;-1;267.28;1989.54;3448.0;pono;time;-1;3600.10;18105.62;3218.0
bv-h_TreeArb;abc;uns;-1;1.08;3.02;660.0;abc17;uns;-1;0.69;2.99;673.0;avr;uns;-1;7.02;89.91;1164.0;avy;uns;-1;0.61;3.76;415.0;btormc;uns;-1;38.87;38.79;62.0;camical;unk;-1;740.06;739.97;572.0;cosa2;uns;-1;49.76;199.75;440.0;nmtip;uns;-1;0.50;0.39;14.0;nuxmv;uns;-1;1.36;4.04;233.0;pdtrav;uns;-1;1.98;5.98;1879.0;pono;uns;-1;34.27;171.55;1133.0
bv-intersymbol_analog_estimation_convergence;abc;uns;-1;2.65;22.75;752.0;abc17;uns;-1;2.52;22.47;738.0;avr;unk;-1;3573.70;50191.80;15677.0;avy;uns;-1;3.74;33.83;715.0;btormc;time;-1;3600.09;3599.97;1478.0;camical;time;-1;3600.10;3599.90;758.0;cosa2;time;-1;3600.10;14497.34;14119.0;nmtip;uns;-1;4.09;3.99;30.0;nuxmv;uns;-1;62.33;247.84;581.0;pdtrav;uns;-1;232.78;1538.08;1898.0;pono;time;-1;3600.10;18103.07;10307.0
bv-krebs.3.prop1-func-interl;abc;sat;75;29.96;239.44;836.0;abc17;sat;75;29.70;239.13;840.0;avr;sat;-1;122.45;1943.82;3722.0;avy;time;-1;3600.10;35998.58;12288.0;btormc;sat;-1;108.87;108.79;152.0;camical;sat;75;39.98;39.90;80.0;cosa2;sat;-1;91.97;369.84;503.0;nmtip;uns;-1;0.53;0.49;20.0;nuxmv;sat;-1;87.13;346.93;432.0;pdtrav;sat;75;93.37;565.36;1612.0;pono;sat;-1;96.87;486.44;671.0
bv-marlann_compute_cp_fail1-p2;abc;uns;-1;0.65;1.07;633.0;abc17;uns;-1;0.59;0.53;508.0;avr;uns;-1;0.52;2.87;793.0;avy;uns;-1;0.44;2.21;394.0;btormc;uns;-1;0.16;0.09;9.0;camical;unk;-1;5.35;5.30;156.0;cosa2;uns;-1;0.48;1.40;83.0;nmtip;uns;-1;0.11;0.00;0.0;nuxmv;uns;-1;0.95;2.40;254.0;pdtrav;uns;-1;6.10;16.26;831.0;pono;uns;-1;0.27;0.65;96.0
bv-marlann_compute_cp_fail2-p0;abc;uns;-1;0.92;1.98;579.0;abc17;uns;-1;0.83;2.04;586.0;avr;uns;-1;1.37;11.52;1043.0;avy;uns;-1;0.54;2.28;318.0;btormc;uns;-1;0.16;0.09;18.0;camical;unk;-1;145.67;145.60;1815.0;cosa2;uns;-1;0.54;1.76;135.0;nmtip;uns;-1;0.70;0.59;31.0;nuxmv;uns;-1;1.92;5.95;389.0;pdtrav;uns;-1;7.86;27.36;1119.0;pono;uns;-1;0.35;1.14;146.0
bv-marlann_compute_cp_pass-p2;abc;uns;-1;0.66;0.95;669.0;abc17;uns;-1;0.58;0.60;515.0;avr;uns;-1;0.51;2.99;797.0;avy;uns;-1;0.44;2.15;385.0;btormc;uns;-1;0.17;0.10;9.0;camical;unk;-1;5.37;5.30;150.0;cosa2;uns;-1;0.49;1.38;83.0;nmtip;uns;-1;0.10;0.00;0.0;nuxmv;uns;-1;0.94;2.02;256.0;pdtrav;uns;-1;7.60;24.06;1028.0;pono;uns;-1;0.27;0.65;97.0
bv-mcs.3.prop1-back-serstep;abc;time;-1;3600.10;46804.98;3721.0;abc17;time;-1;3600.11;46803.52;4282.0;avr;unk;-1;3574.45;33722.04;25352.0;avy;time;-1;3600.10;35997.66;4307.0;btormc;time;-1;3600.09;3600.03;1103.0;camical;time;-1;3600.10;3600.03;373.0;cosa2;time;-1;3600.10;14498.03;2589.0;nmtip;time;-1;3600.10;3599.94;1132.0;nuxmv;uns;-1;944.29;3775.35;504.0;pdtrav;time;-1;3600.10;24569.44;8424.0;pono;time;-1;3600.10;18103.26;4144.0
bv-miim;abc;uns;-1;0.80;0.35;45.0;abc17;uns;-1;0.45;0.27;256.0;avr;uns;-1;0.52;2.83;674.0;avy;uns;-1;0.18;0.03;27.0;btormc;time;-1;3600.09;3599.91;4514.0;camical;unk;-1;79.68;79.59;209.0;cosa2;uns;-1;31.10;124.61;352.0;nmtip;uns;-1;0.26;0.19;13.0;nuxmv;uns;-1;1.29;3.56;227.0;pdtrav;uns;-1;0.97;1.27;521.0;pono;uns;-1;140.72;707.07;1207.0
bv-msmie.3.prop1-func-interl;abc;uns;-1;849.50;11049.83;1904.0;abc17;uns;-1;882.67;11483.44;1991.0;avr;unk;-1;3575.89;37113.03;29081.0;avy;uns;-1;1067.52;10661.14;3943.0;btormc;time;-1;3600.09;3600.03;2521.0;camical;time;-1;3600.09;3599.92;402.0;cosa2;time;-1;3600.10;14498.01;5708.0;nmtip;uns;-1;2.01;1.89;46.0;nuxmv;uns;-1;75.75;301.04;479.0;pdtrav;time;-1;3600.10;27867.49;19154.0;pono;time;-1;3600.10;18103.96;5460.0
bv-mul1;abc;time;-1;3600.10;47019.57;4223.0;abc17;time;-1;3600.10;47010.55;4739.0;avr;uns;-1;0.30;0.94;255.0;avy;time;-1;3600.10;35992.10;20955.0;btormc;time;-1;3600.09;3599.99;159.0;camical;time;-1;3600.09;3599.91;184.0;cosa2;time;-1;3600.10;14498.64;890.0;nmtip;time;-1;3600.09;3599.98;301.0;nuxmv;time;-1;3600.10;14398.56;1074.0;pdtrav;time;-1;3600.10;205.53;1103.0;pono;time;-1;3600.10;18107.05;1821.0
bv-mul2;abc;time;-1;3600.10;47146.82;5184.0;abc17;time;-1;3600.10;47131.68;5300.0;avr;uns;-1;0.30;0.96;275.0;avy;time;-1;3600.10;35983.79;17655.0;btormc;time;-1;3600.09;3600.01;245.0;camical;time;-1;3600.09;3599.92;227.0;cosa2;time;-1;3600.10;14498.27;1986.0;nmtip;time;-1;3600.10;3599.97;783.0;nuxmv;time;-1;3600.10;14397.53;3216.0;pdtrav;time;-1;3600.10;831.29;2309.0;pono;time;-1;3600.10;18105.56;3255.0
bv-mul3;abc;time;-1;3600.11;46101.22;13229.0;abc17;time;-1;3600.11;46111.70;13270.0;avr;uns;-1;0.30;0.96;275.0;avy;time;-1;3600.10;35953.85;5613.0;btormc;time;-1;3600.10;3600.00;546.0;camical;time;-1;3600.10;3600.02;477.0;cosa2;time;-1;3600.10;14497.74;5676.0;nmtip;time;-1;3600.09;3599.94;2961.0;nuxmv;time;-1;3600.10;14392.95;7351.0;pdtrav;time;-1;3600.10;1932.74;3066.0;pono;time;-1;3600.10;18105.07;4991.0
